,0
388,"['Jersey Overseas Aid said the island would be the first place the photos would be the exhibited in Europe', 'An outdoor photography exhibition showcasing photos of Rohingya will be placed across seven locations in Jersey as part of a European premiere.', 'Jersey Overseas Aid said the Rohingya, who it has been supporting for five years, were an ethnic minority who had been denied citizenship in Myanmar and ""faced decades of persecution"".', 'It said it would the first time the photos would be exhibited in in Europe, and would highlight the ""trials, triumphs and resilience"" of the camps in Cox’s Bazar - which together make up the largest refugee camp in the world.', 'Deputy Carolyn Labey, Minister for International Development and Chair of the JOA Commission, said its projects alongside partners ""achieve extraordinary things in some of the most challenging environments in the world"".', 'She said: ""The photographs featured in this exhibition are a testament to the resilience and dignity of the Rohingya people, as well as the vital work being done to support them.', '""I am delighted that Jersey is hosting this powerful but beautiful selection of images that will provide a unique and highly personal perspective of a protracted crisis that rarely gets the international attention it deserves and where refugees seldom get the opportunity to tell their stories.""', 'The photos highlight the ""trials, triumphs and resilience"" of the camps in Cox’s Bazar', 'Some photos depict images including the Great Fire in 2021, which refugee aid groups said affected between 40,500 and 50,000 people.', 'Others show the lives of children growing up in the refugee camps.', 'Photos from The Rohingya Experience will be placed around town at Liberation Square, West’s Centre, Charing Cross, the Cenotaph and on King and Queen Street from Monday 1 July until Sunday 14 July.']"
389,"['Refugease runs shops in Tunbridge Wells, Maidstone and Uxbridge', 'A refugee charity based in Kent is appealing for funds to save it from closure. ', 'Refugease, based in Tunbridge Wells, was launched in 2015 to collect and distribute aid to conflict zones across Europe and beyond. ', 'Founders say the charity is in ""financial crisis"" as a result of the increases in the cost of living and ""donor fatigue"". ', 'It has launched a fundraising campaign to raise £48,000 so it can continue its work across Syria, eastern Ukraine and Gaza. ', 'In a post on its fundraising page, the charity says: ""Since the cost of living crisis has escalated, and new wars and natural disasters spring up more regularly, this has understandably resulted in donor fatigue.', '""People have much less disposable income so our charity shop income has also reduced dramatically, which previously provided the backbone of our income.""', 'The charity runs shops in Tunbridge Wells, Maidstone and Uxbridge selling vintage goods to raise money for its cause. ', 'Valentina Osbourn, Refugease founder, said: ""For the last almost a decade Refugease has been my life - waking or sleeping. It would be devastating if the charity were to fold.""', 'Refugease founder Valentina Osbourn, pictured on an aid trip to Syria (centre), said it would be ""devastating"" if the charity were to fold', 'Ms Osbourn continued: ""In order to keep operating as we were, we need to find other sustainable reliable ways to make money, otherwise we face administration in four months.', '""We’re just not making ends meet. We will, with all the cuts we\'ve recently made, but we need to bridge that gap.""', 'Refugease says it focuses its aid work in conflict zones where ""other charities do not operate""', 'The aid organisation began as a direct result of the death of two-year-old Alan Kurdi from Syria, who drowned and washed up on a Turkish beach in 2015. ', 'Refugease added that it was ""itching to get back to serving the world\'s most vulnerable people"".', 'So far it has raised just over £2,500 towards its target and thanked the Kent and Tunbridge Wells community for supporting its cause almost single-handedly since 2015. ']"
390,"['The Welcome Dress features themes from several different countries', 'An exhibition hosted in Leicester aims to display the creativity of refugees and asylum seekers.', 'The showcase, called ""Everyone Welcome"", opened at Leicester Museum and Art Gallery in New Walk on Friday and runs until 31 October.', ""At the centre of the exhibition is a dress created by a women's textile group which meets each week at Leicester City of Sanctuary."", 'Individual panels on the dress feature symbols that represent the home countries of the women, who are rebuilding their lives in the city.', 'Leicester City of Sanctuary is a charity that welcomes and supports refugees and asylum seekers in and around the city.', 'The ""Welcome Dress"" includes birds and flowers from Kurdistan, elephants from Zimbabwe, the sun, the lion and the sword from Iran, as well as a peacock and pomegranate from Afghanistan.', 'Britain is also represented through a tree and a hand, as a sign of shelter and a warm welcome respectively.', 'Maggie Edgington, interim operations lead at the charity, said: “Our volunteers and participants have worked hard on the Welcome Dress and the other items on display and we are delighted to be able to showcase our work at Leicester Museum and Art Gallery this summer.”']"
391,"['Ryan Guldemond has produced a song with young people from a Surrey refugee charity', 'A Surrey charity has produced a song with the lead singer of an international indie rock band.', 'The Big Leaf Foundation in Guildford supports refugee children living in the county', ""The charity has worked with Ryan Guldemond from the band Mother Mother, to produce the song Please Don't Let Me Down, produced by Livingstone Brown."", 'The track was produced to mark refugee week in June.', 'First founded as a summer camp for 12 youngsters in 2017, The Big Leaf Foundation now provides year-round activities for displaced children.', 'It runs projects to tackle social isolation, including the arts, sports and equine therapy.', 'The song was co-written and produced by some of the young people the charity is currently working with, and can be heard here., external', 'It was mixed and mastered at the ACM Studios in Guildford.']"
392,"['The festival was to celebrate compassion, show the talents of refugees and raise awareness', 'A festival has been held to celebrate the heritage of Ukraine during Refugee Week.', 'The Mriya Festival held in Sussex included music, crafts and traditional food and raised money for Ukrainians fighting on the front line.', 'It has been more than two years since Russia invaded Ukraine in February 2022, ', 'Organiser Valeriya Dvornyk said the one-day event in Bexhill was to celebrate compassion, show the talents of refugees and raise awareness.', 'The Mriya Festival held in Sussex included music, traditional food and crafts', 'Ms Dvornyk said she had run a busy and successful hub for Ukrainian displaced people in the area for the past two and a half years.', '""In times like this, more than ever, people need to be together,"" she said.', '""They need to have a hand to hold to do things together and singing is therapeutic.', '""So it\'s definitely helping their emotional wellbeing and building friendships.”', 'Ukrainian refugee Olena Zdielnikova, a musician and teacher living in Hastings who performed in the festival, said: ""This is the way to prove that we are the same people.', '""We are well-educated, we are raising kids, we have hobbies, we are talented. We want to build our future.', '""We want to be a part of you, we want to share something with you and we are really grateful that you’re sharing your support with us.”', 'The local Ukrainian community has so far raised more than £15,000 to send to the war effort.', 'Funds raised on Saturday will go towards medical supplies.']"
393,"['The Great Refugee Week Picnic has been running since 2017', 'A picnic has been held in south Belfast to welcome refugees and asylum seekers as part of Refugee Week.', 'The Great Refugee Week Picnic has been running since 2017.', 'It was organised by Belfast City of Sanctuary.', 'The group was set up  to make Belfast a welcoming environment for refugees, asylum-seekers and new communities.', 'This year\'s theme was about home and Belfast and Northern Ireland being ""home"".', 'Refugees gathered in the Ulidia playing fields to celebrate and showcase their culture through music and food.', 'Mehrshad Esfandiari said the event was a ""celebration of diversity""', 'Mehrshad Esfandiari is chairperson of Belfast City of Sanctuary and has been involved with the group since 2018.', 'He said the picnic was a ""celebration of diversity"".', 'Mehrshad said he came to Belfast as a refugee but found it to be a ""city of sanctuary"". ', 'He said he found the people in Belfast and Northern Ireland ""lovely and welcoming"".', '""We just wanted that for newcomers to feel that and to to see how nice people are here,"" he said.', 'Tiwa Olatunbosun is a volunteer at City of Sanctuary.', 'She is originally from Nigeria and came to Belfast four years ago.', 'It is the third year she has attended the event and said it was getting ""bigger and bigger"" every year.', '""I really enjoy being part of the community, giving back to the community and also getting to meet new people from different communities as well.', 'Tiwa Olatunbosun is originally from Nigeria and came to Belfast four years ago', '""It feels really amazing because it feels like going to different countries, I get to have a taste of different meals from different countries, I get to meet different people and I see things that are different to mine.""', 'She added: ""Every tribe and culture is unique.""', 'Tiwa arrived with her family to Belfast during lockdown so did not get a chance to meet with people face-to-face and her interactions were limited to zoom calls.', '""As soon as the country opened up I was glad to be a part of the community. It\'s been amazing.""', 'She said the only downside to living in Belfast was ""four weathers in a day"". ', '""It took some getting used to the cold but I\'m getting there,"" she joked.', 'Simav Ali and Romav Ali both recently became volunteers for City of Sanctuary', 'Romav Ali and Simav Ali have both attended the refugee picnic for many years and recently became volunteers for City of Sanctuary.', 'Romaz said she was originally from Syria. ', '""I\'m Syrian-Kurdish and I moved here in 2016,"" she said. ', '""I love attending the picnics and I noticed the volunteers helping out and doing good and I felt it was part of me and I had to do  it.', '""When I first came here I felt I was going to be the only refugee in my school, in my class but as more people started coming here, it\'s really amazing to see all the diversity and the different nationalities. ""', 'The event has been running for a number of years', 'Simaz Ali said the event was a chance for those attending to experience food from around the world.', '""We have a bakery business and we wanted to share the sweets and deserts that we have from our own culture so we brought baklava, many different types,"" she said. ', '""When you go to Turkey for vacation, you can see many different types. We brought it here to share with all the different people here, to show them and teach them about our culture and our diversity.', '""As an immigrant I think it\'s really useful to learn about other peoples\' culture and background.""']"
394,"['One of the refugees part of the collaboration is Vlad', 'The stories of refugee entrepreneurs have been highlighted in a social media campaign by two groups for Refugee Week.', 'The collection of portraits have been created by Open Britain, a photographic project, and non-profit organisation The Entrepreneurial Refugee Network (TERN).', 'They showcase people who have used their skills or developed new ones as entrepreneurs after escaping conflict and danger in their homeland.', ""Those who've taken part in the campaign include a bubble show artist, potter and chef."", 'Akbar and his wife Sanobar run a restaurant together', 'Akbar Majidova, a chef originally from Uzbekistan, has built a culinary career in the UK.', 'Together with his wife Sanobar, he runs a catering business called A Taste of Samarkand.', 'Their goal is to promote their food and contribute to society, specifically in areas such as education, arts, music, and supporting women and children in their home country.', 'Wooden fairy lights were a sell-out success for Oksana and Oleksii Chaiun', 'Husband and wife Oksana and Oleksii Chaiun met while working for an electrical retailer in Ukraine. ', 'Ms Chaiun came to the UK with her 18-month-old and 14-year-old three months after the Russian invasion.', 'She was separated from her husband for more than a year and a half. ', 'Mr Chaiun started working with a friend’s woodwork factory while he was still in Ukraine and showed his wife some oak homeware prototypes. ', 'In 2023 Ms Chaiun visited her husband in Ukraine and returned with some of their lights and they sold out immediately. ', 'Their business is now developing. ', 'Photography helped Max overcome PTSD', 'Max came to the UK in 2015 as a refugee, and it took him five years to get asylum status.', 'He said he experienced Post Traumatic Stress Disorder (PTSD) and would have nightmares about his persecution.', 'He put up Union Jack Flags with signs in his government-sponsored room. ', 'They read: ""I am safe"", and ""this is not real"" to help him when he woke up. ', 'He received support through a photography workshop called Photo Nomad which Max said turned ""his life from darkness to light"".', 'He has now started started his own business called Payanam.', 'He is working with TERN ""to create a platform to help as many refugees as possible to heal from their difficulties through photography and art and feeling part of a community"". ', 'Payanam will be funded by donations and through sharing the proceeds of selling the refugees’ artwork as well as selling its own merchandise.', 'Olena used to work as a bubble show artist', 'In April 2022, Olena Nesterenko came to the UK from Ukraine when the war began.  ', 'She said she came with her ""two daughters, a small bag and a few documents"" under the Homes for Ukraine scheme. ', 'She gained a job as a teaching assistant, but had previously been a bubble show artist.', 'She decided to begin bubble shows again, and said: ""When I perform now, I still have this special feeling – if I am in a bad mood, have bad feelings, or feel unwell, everything passes immediately.""', 'Razieh has set up her own pottery business in the UK ', 'Razieh Riazati founded ceramics brand, Raaz Pottery, in the UK after she left Iran.', 'In her home country she had worked in an orphanage and taught children pottery.', 'She has continued to teach pottery in the UK and works with TERN to sell her art.', 'She said: ""Migration is not easy. Even the simple things must change - our habits and previous lifestyle.""', 'Veronika is artist who fled Ukraine after the Russian invasion', 'Veronika Shmorhun lived in Kyiv until the Russians invaded, and was studying for her MA in Graphic Design as well as studying fashion design. ', 'She lived for two weeks under Russian occupation before she evacuated through Poland to get a flight to London in April 2022. ', 'She started to paint – her primary subject is nature, inspired by both the bombing, burnt grain fields and broken trees.', 'She has had four exhibitions in under two years, including a group show at the Saatchi Gallery. ', 'Meanwhile she has made the headdress and black outfit pictured above – her modern tribute to her homeland and national dress. ', 'Veronika works with TERN to develop her profile as an artist, as well as developing a career as a compositor in film post-production.', 'Vlad was forced to give up his life in Kazakstan and flee to the UK because of his sexuality', 'Vladimir Kolodin was unable to be openly gay in Kazakstan.', 'In 2016 he was forced to give up his life and flee to the UK. ', 'In Kazakstan he had done a PhD in Psychology, and played instruments as a hobby before he found work as a clinical psychologist. ', ""In the UK, a lack of recognition of Mr Kolodin's Kazak qualifications limited the work he could do. "", 'He continued to play and learn new instruments and recognised he could combine his passion for supporting people’s mental health with his love for music. ', 'He founded Faerie Mystic which uses a blend of acoustic, indigenous instruments and different spiritual traditions to create transcendental music. ', 'He is working with TERN to develop his vision for Faerie Mystic and hopes to create a festival and a space for community building.', 'Yeukai helps young refugees and also runs a boutique', 'Yeukai Taruvinga was born in Zimbabwe and fled to the UK due to political unrest in the country more than 10 years ago. ', 'She spent nine years in the asylum system. ', 'She now leads Active Horizons, a youth-led organization empowering migrant and refugee young people in London. ', 'She also runs Shumba Boutique, and creates African clothing.', 'People can view the photography collaboration on the Instagram account for Open Britain: Portrait of a Diverse Nation, external.']"
395,"['The Oxford Phoenix team was launched in 2021 and train twice a week', 'Players on a football team for refugees have said the sport has helped them make friends and ""forget the bad things"" that have happened to them.', 'Oxford Phoenix was launched in 2021 by charity Refugee Resource, and works with  refugees and asylum seekers based in the city.', 'It aims to help them integrate into the community and develop life skills ""on and off the pitch"".', ""The club is now looking for funding to start a women and girls' team, as well as enter their men's team into a local amateur league."", ""One of the team's 40 players is Usman, an asylum seeker from Sierra Leone, who has spent the last six months living in a hotel in the city. "", 'Oxford Phoenix has more than 40 players', 'He said the team ""means a lot"" to him, and that before joining he had been going through depression and was not sleeping.', '""I didn\'t have friends, so since I got in contact with this team I do less thinking because football makes me happy,"" he added.', 'The team trains twice weekly, and regularly plays in friendly fixtures against local teams.', 'Esrom, who would walk two hours to every training session before the charity Asylum Welcome provided him with a bike, said: ""You try to forget the bad things that happen in your life.', '""First I was in the camp, so since I come here in Oxford everything is doing good.""', 'Youcef El-Barhdadi (R) coaches the team', 'Youcef El-Barhdadi coaches the team, and works for the Oxfordshire FA as an inclusion officer.', '""We have people from Eritrea, Ethiopia and Afghanistan, so people from all over the world, but the key is that it doesn\'t matter that they share different languages, they\'re able to connect on football and that\'s why we call it the universe,"" he said.', 'Mr El-Barhdadi, whose father came to the UK as a refugee from Algeria in the 1970s, added: ""It\'s funny, sometimes life just comes full circle, and just being able to help refugees is it means the world to me.""', 'Oxford United legends Peter Rhoades-Brown and James Constable recently joined the team for a training session', 'Refugee Oussainy, a centre-half from Mali, told the BBC that he dreams of playing professionally.', '""I know it\'s not easy to do, but I believe in myself and I\'m trying to do everything,"" he said.', 'The team is now looking to officially join the English football pyramid.', 'Mr El-Barhdadi said: “We’ve seen the positive impact regular training and friendly fixtures has on the physical and mental wellbeing of refugees and asylum seekers who have experienced unthinkable trauma to be here.', '""We now want to take our delivery to the next level by establishing Oxfordshire’s first refugee football squad in a local league.""']"
396,"['Mouhyedin Alkhalil said Syrians love to chat over tea as much as British people do', 'A Syrian refugee is travelling the country sharing cups of tea and ""stories of hope.""', 'Mouhyedin Alkhalil arrived in Darlington eight years ago after fleeing the conflict in Syria.', ""He is now sharing his experiences with communities across the UK via the Cuppa Hope initiative, which is raising awareness for the UN Refugee Agency's UK partner, UK for UNHCR. "", 'He said: ""For me, my life stopped the day I left Syria and I came back to life when I arrived in Darlington.""', 'Mr Alkhalil, who is from the city of Homs, lost friends and family when the war broke out and he said his ""heart and soul"" remains with those left behind.', 'He said his life became a matter of survival when bullets started raining down upon his city and his family home of more than a century was reduced to rubble.', ""Forced to flee overnight, he eventually found sanctuary in England through the UNHCR's resettlement scheme for vulnerable people."", 'He said his focus had been on trying to ""give something back"" to the country.', 'He also said the welcome he received encouraged him to find happiness again, launch a career in business and start a family. ', '""Whatever I do, I can never pay back the love and care I get from people here,"" he said.', '""The way I have been treated by this community, I owe them my life.""', 'Mr Alkhalil said his mission was to raise awareness and promote understanding of the plight of refugees.', '""We are human, we did not want to become refugees,"" he said.', '""I came here and couldn\'t speak English, I didn\'t know anything about the UK because I\'d never thought about leaving my own city.', '""But I came here for safety and then it became my responsibility to become part of the community, to get a job and pay taxes.""', 'Refugees have been engaging with communities at pop-up cafes across the UK', 'During the sessions held to mark Refugee Week, guests tasted recipes and heard stories from refugees from Syria, Bangladesh, Afghanistan, East Africa and Ukraine.', 'UK for UNHCR chief executive, Emma Cherniavsky, said the events were ""about so much more than drinking tea"".', '""With a simple cup of tea, you can start a conversation and extend the hand of friendship to someone who is new to your community,"" she added.']"
397,"['Fawzia Ehsani wants to use her skills and experience to help post-conflict countries', 'An Afghan refugee who came to the UK after the Taliban seized power has said she wants to help rebuild the country she left.', 'Fawzia Ehsani is now studying for a PhD at the University of York after being evacuated by the British government and awarded a scholarship.', 'In Afghanistan, she worked for the Ministry of Transport and Civil Aviation but was forced to leave her mother behind when she realised she would have few career opportunities under the new regime.', 'She now hopes the skills gained from her postgraduate studies will enable her to help women still living in her homeland.', 'Fawzia Ehsani fled Afghanistan to pursue her education and career', 'The Taliban took control of Afghanistan in 2021, prompting many citizens to flee the country.', 'Ms Ehsani was able to enjoy an education and career in the period before the Taliban regained power.', ""In 2020, she was one of 1,650 applicants to be successfully awarded a Chevening Scholarship, which funds overseas students to undertake a Master's course at any UK university."", 'She was set to take up her place before security challenges meant it was deferred for a year.', '“It was really shocking because we didn’t expect these things to happen to my country and my home,” she said. ', '“Everything broke inside me and I realised everything was finished in that country.”', 'She was offered emergency evacuation, but was only granted a single visa.', '“My mother wanted me to go and pursue my degree, and she said one day we may be together again.', '""It was really difficult for her but she was trying her best to educate me,"" she said.', 'Her mother had supported her education after her father died because she wanted her to become independent.', '""Finally, I can say that my dream came true, and my mum\'s dream came true,"" Ms Ehsani added.', 'Her mother wanted to ensure her daughter was able to complete her education', 'When Ms Ehsani arrived in the UK she had not eaten for 24 hours.', '“It was so hard to be in a new place, knowing you will never go back to your home and your country.', '""It was really hard and I left my friends, my family and my home.""', 'She settled in York and found temporary work while she was studying.', ""After completing her Master's degree, she embarked on a PhD course at York."", 'Fawzia Ehsani at the inauguration for free driving lessons for female staff in Afghanistan before the Taliban took control', 'Her aim is now to use her experience to help countries recover from conflict.', 'She also advised that refugees in her position should actively seek out support systems available in the UK.']"
398,"['The Right Reverend Rose Hudson-Wilkin had a ""long night, but a good night""', 'The Bishop of Dover has slept in a tent overnight to mark the plight of displaced people as part of Refugee Week. ', 'The Right Reverend Rose Hudson-Wilkin said she had a ""long night, but a good night"" resting on the floor in the Chapter House, at Canterbury Cathedral.', 'She told BBC Radio Kent: ""All of my thoughts and prayers were with those around the world, the millions whose homes is a tent.""', 'Refugee Week, which runs to 23 June, is an international festival which celebrates the ""contributions, creativity and resilience"" of refugees and asylum seekers.', 'Thursday also marks World Refugee Day, an annual event by the United Nations to honour refugees.', 'Bishop Hudson-Wilkin, the Church of England’s first black female bishop, said she wanted to ""have a sense of what... this feels like"" after visiting a refugee camp in Calais.', '""For me, sleeping out was just a glimpse that captured in just that moment what it must be like for those who day after a day this is their home,"" she said.', ""She was asked what she would say to those with concerns about the UK's capacity to host more refugees and asylum seekers, following the arrival of more than 880 people who crossed the Channel on Tuesday."", '""I want to say to those of us who are comfortable in our beds, in our homes, with brick walls and warmth, please let\'s not be too comfortable,"" she said. ""Let\'s show compassion"".', 'An exhibition has been opened at the Chapter House to mark Refugee Week. ']"
399,"['Handmade clothes, including traditional Kurdish, Afghan and Syrian dresses, were modelled with dance and singing performances', 'A refugee support charity has celebrated its 25th anniversary with a fashion show and party.', 'Suffolk Refugee Support was founded in 1999 to offer advice, advocacy and help to people arriving in the county.', 'An event held at Dance East, external on the Ipswich Waterfront included students from Suffolk New College, external modelling clothes made at a weekly sewing group.', 'Maryam Arif, an Afghan resettlement worker, said: ""They do an amazing job for everyone who needs help.""', 'Maryam Arif, originally from Afghanistan, has been working at Suffolk Refugee Support for six months', 'Ms Arif came to the UK from Afghanistan in 2012, studying art and design at Suffolk New College in Ipswich before working in the healthcare sector.', 'She has handmade some of the clothes on display, telling the show audience that ""wherever you live, that\'s your country"". ', '""No doubt I\'m from Afghanistan, I love Afghanistan, but now I\'m here, I\'m from England, too,"" she said.', ""The show opened with a vocal performance of Dolly Parton's  9 to 5, with videos of the sewing group shown during outfit changes"", 'The latest data , externalfrom the government shows that in the year to March 2024 there were 69,298 new asylum applications made in the UK, down 14% on the previous year.', 'The most recent information shows there are 1,857 people, including those on specific Ukraine and Afghanistan schemes, being supported across the five local authorities in Suffolk.', 'Charity founder Cynthia Capey and current charity manager Rebecca Crerar enjoyed the performances and food from around the world', 'Supporters, staff and volunteers, along with people who have been helped by Suffolk Refugee Support, were welcomed by manager Rebecca Crerar.', 'She spoke of her pride in the network, but also her sadness at the continuing need.', '""We started off with Kosovans, and Afghans and Kurds and then Syrian, Sudanese, everybody,"" she said.', '""We have built an organisation that is proud to help those people and support them and watch them grow and tonight, that fashion show was just incredible.', '""There\'s so many people here tonight who I know from the past, who came needing a lot of help at very low points on their life, and now they\'re here with their children, they are running businesses, smiling and doing so well."" ', ""The charity's new patron, Sir Nick Young, spoke to 200 guests at the anniversary event"", 'The charity has also appointed its first patron, Sir Nick Young, the former chief executive of the British Red Cross.', 'He has previously worked for Sue Ryder and Leonard Cheshire, before becoming chief executive of Macmillan Cancer Support. He was knighted for services to cancer care in 2000.', '""I\'ve seen both ends of the refugee chain,"" Sir Nick said. ', '""I\'ve seen the plight people are in when they come to this country, fearing persecution and with their lives at risk in their own countries.', '""I\'ve seen the other end of that in conflict situations or all over the world, Syria, particularly.', '""I\'m quite sure that if this country was ever to be invaded, people here would feel exactly the same sense of fear and determination to try and find a better life.', '""They come here because they see this country as a beacon of hope and they believe that it\'s the kind of country that would welcome them.', '""Sadly, that isn\'t always the case.""']"
400,"['Aisha is an award-winning theatre producer, playwright and literary fellow at the Royal Literary Fund', 'The testimonies of first and second generation migrants are being pushed to the forefront of conversation at a theatre event during Refugee Week. ', 'Award-winning writer Aisha Zia has used inclusivity to create both a play and platform for the stories of underserved communities.', 'The 43-year-old, from Peterborough, is taking part at a Key Theatre event in the city, external on Thursday and bringing her play to the stage, external there in August. ', 'She said she wanted to ""subvert the media narrative around refugees and migrants at a prescient time in our history"".  ', 'The play Refugee! tells the story of four characters in search of belonging', 'Refugee Week runs from 17 to 23 June and aims to bring together people from different backgrounds to ""connect beyond labels"", external.', 'On Thursday, the Key Theatre is hosting a night of monologues, music and poetry, to pay tribute to ""all those who have been displaced"".', 'Meanwhile, her play Refugee! weaves together ""important interviews, conversations and real-life testimonies from the performers, migrant, refugee and sanctuary seeking communities"".', 'Ms Zia said: ""It\'s called Refugee! because everyone has an idea of what that means.', '""I want people to go in and be deprogrammed, then come out with a different understanding of the word."" ', 'The play had been created for ""people who do not think theatre is for them"", she said.', 'Inclusivity had been ""built into how we are devising and creating the play"", she added, with cast members and creatives in the production being first or second generation migrants to the UK.', '""This is creating new opportunities for culturally underserved communities in Britain whose stories are often not seen on stage and can be marginalised as artists off the stage,"" she said.', 'As a British Pakistani, Ms Zia said her interest in migration piqued during Brexit when she was ""shocked"" by how many people voted ""leave"". ', '""I would class myself as an economic migrant because my parents migrated in the \'70s and \'80s... so I was most shocked when I found people in migrant communities who came before were voting \'leave\'.', '""I was horrified. I just felt that I had to do something about this.""', 'She hoped her play could ""subvert the media narrative"" around refugees and migrants.', '""Post Brexit, and with the anti-immigration sentiments lingering to the next general election... we are currently witnessing a complete collapse of society, our civil liberties and basic human rights.""']"
401,"[""Petro's doctors say he should not sleep on the floor while undergoing chemotherapy "", 'A woman from Hounslow, west London, says a council has left her family in a ""severely overcrowded"" property, where her terminally ill stepfather is ""forced to sleep on the floor"". ', ""Irina's parents, Petro and Ulyana, fled Ukraine due to the war and joined her and her two daughters in their two-bedroom flat. "", 'Despite Petro\'s ongoing palliative care for pancreatic cancer, Irina says the council ""refuses"" to move them to a more suitable property, which can accommodate a hospital bed. ', 'Hounslow Council said it faced ""an acute shortage of larger homes"", but said it assessed all housing applications ""thoroughly"". ', 'Irina says caring for her stepfather while trying to work and fight the council is making her ill', 'Irina, who is caring for her stepfather, told BBC London that she had been trying to get her family moved for three-and-a-half years, but the situation had become even more urgent after her parents arrived in 2022 when they fled the war in Ukraine.', 'In that time, she said the council ""never took into account the terrible and complex situation of my multigenerational, vulnerable family"".', '""We are treated like animals,"" she said. ', 'She explained that all five family members in the property were now suffering with health problems due to the ""dire"" living conditions.', 'Her stepfather Petro is on his ""deathbed"", she said. ', 'Ulyana and Petro fled Ukraine due to the war and now live with their daughter and two granddaughters in a two-bedroom flat', 'She says letters from his hospital consultants were written to the council to support the family and to emphasise the need for better housing. ', 'Irina described how she was suffering with ill health with the stress of being a full-time carer, and trying to support the household.', '""I\'m doing everything I can,"" she said, adding: ""I\'ve been suffering chest pains lately.""', 'When Irina works from home she says her stepfather has no choice but to sit on the stairs as there is nowhere else to go', 'Irina explained that she had appealed on multiple occasions over the past three-and-a-half years for the council to help, but she was repeatedly turned down. ', 'As a result, in November 2023, the family instructed solicitors and took Hounslow Council to the High Court. ', 'A judge there ruled the council had acted unlawfully by not considering the family\'s needs properly and said it should have offered them an ""exceptional needs referral panel"". ', 'Following the judgement, Hounslow Council reconsidered the application, and in February ruled that the family were entitled to a four-bedroom property.', 'Since then, the family has been shown a three-bedroom property, which they said they felt was not suitable and would not accommodate a hospital bed. ', 'They were supported by a Hounslow Council\'s occupational therapist report which said: ""The housing OT does not recommend the property to be suitable for the family"". ']"
402,"['FODI is one of the charities organising events throughout the week', 'Events designed to show a city that asylum seekers and refugees are ""people worth welcoming"" are set to take place next week.', 'Refugee Week will see football tournaments, meals and walks take place across Sunderland from 17 to 23 June.', 'The events are being organised by charities from across the city, including the Friends of the Drop In For Asylum Seekers ad Refugees (FODI).', ""Steve Newman, FODI's chairperson, said the events were designed to create greater awareness in the community about refugee issues."", '""It\'s to give a platform to asylum seekers and refugees and to interact with members of the wider public,"" he said. ', '""And [to show] they are people who are worth welcoming.""', 'Mr Newman said Sunderland had welcomed refugees and asylum seekers', ""The first of the week's events will be a walk beginning at the city's Minster at 09:30 BST on Monday."", 'The walkers have been invited to wear colourful clothing during the walk, which will end with a picnic in Barnes Park.', 'A football tournament will take place on Tuesday while a cricket match will be played at Wearmouth Cricket Club on Wednesday.', '""A lot of the events are about sharing food,"" said Mr Newman.', '""That is about asylum seekers and refugees putting together meals from their cultures and sharing them with other asylum seekers and refugees and people from the local community.""', 'Mr Newman said over the years Sunderland has been welcoming to asylum seekers.', '""We are aware that the climate of public debate isn\'t always where we want it to be,"" he said. ', '""There are more negative voices in the public space than we would wish but in Sunderland there are no loud negatives voices.""']"
403,"['Refugees left Skipton due to high accommodation costs', 'All the refugees who arrived in a rural area of North Yorkshire as part of a government resettlement scheme have now left the area.', 'High rents and a lack of ""cultural ties"" have been cited as reasons why they have moved out of Craven, which includes the market towns of Skipton and Settle.', 'North Yorkshire Council said it preferred to place refugees in parts of the county where there were already communities from their country of origin or who spoke the same language.', 'A group of Syrian families who were given accommodation in Skipton as part of the UK Resettlement Scheme have now relocated, and although Afghan nationals have remained in Craven, they had not arrived via the same programme.', 'According to the Local Democracy Reporting Service, a total of 175 people from war-torn countries such as Iraq and Sudan have been placed in North Yorkshire through the scheme since 2021, and Harrogate has become a ""hub"" for the Syrian community, who have built their own mosque.', 'Ukrainian refugees, Hong Kong citizens or Afghans who worked for British forces are not included in the programme.', 'North Yorkshire Council’s assistant chief executive for local engagement, Rachel Joyce, said the authority’s focus was on providing “the most appropriate accommodation” once refugees arrived rather than spreading people evenly across the county.', 'Angie Pedley from the Craven District of Sanctuary support organisation said: “The council\xa0prefers to settle people into hubs.', '""They feel, and I can see the point, that people are happier if there are others around who speak the same language.', '“In Harrogate, they have events together and are in touch with one another.”', 'Ms Pedley also pointed to high accommodation costs in Skipton and Settle and a shortage of social housing.', 'Afghan families who have stayed in Craven include one who have launched pop-up restaurant evenings in the village of Embsay, serving cuisine from their home country.', 'Ms Pedley said a number of Ukrainian families she had worked with have also moved to more affordable areas of Lancashire.', '""There have been a fair number of Ukrainians welcomed to Craven, including to Settle and remote villages,"" she said.', '""Once they found their feet, most who wanted to rent independently went across to East Lancashire where rents are cheaper, like in Colne, Burnley and Barnoldswick.”']"
